transport_type,distance_km,electricity_kwh,diet_type,waste_kg,flights_per_year,transport_co2,electricity_co2,diet_co2,waste_co2,flight_co2,total_co2_kg
bus,24.94,248.4,vegetarian,25.94,1,29.93,203.69,100,12.97,21.25,344.55
car_electric,16.72,175.45,meat_light,21.15,2,25.08,143.87,200,10.57,42.5,422.45
bus,1.84,105.45,meat_light,9.44,0,2.21,86.47,200,4.72,0.0,276.5
car_diesel,88.97,136.79,vegetarian,3.46,1,453.77,112.17,100,1.73,21.25,664.74
car_diesel,18.17,131.45,meat_heavy,13.98,1,92.67,107.79,300,6.99,21.25,529.77
car_diesel,67.12,103.25,meat_light,18.45,0,342.29,84.67,200,9.22,0.0,620.42
bus,51.83,264.07,meat_heavy,19.51,0,62.2,216.54,300,9.76,0.0,567.28
car_electric,13.7,199.88,meat_light,18.55,1,20.55,163.9,200,9.27,21.25,402.32
cycle,77.56,121.02,vegetarian,21.17,0,0.0,99.23,100,10.59,0.0,213.31
train,3.04,100.06,pescatarian,2.33,0,2.74,82.05,150,1.16,0.0,232.89
train,1.84,136.51,meat_heavy,14.8,2,1.66,111.94,300,7.4,42.5,476.74
car_electric,22.51,162.4,meat_heavy,26.07,2,33.77,133.17,300,13.04,42.5,490.76
cycle,1.72,81.38,vegan,20.87,1,0.0,66.73,50,10.43,21.25,143.55
motorcycle,21.52,32.44,meat_light,25.86,2,71.02,26.6,200,12.93,42.5,372.57
train,14.05,78.38,pescatarian,27.35,2,12.64,64.27,150,13.68,42.5,280.67
train,43.21,40.84,meat_light,14.45,0,38.89,33.49,200,7.23,0.0,284.13
train,29.15,84.54,meat_light,16.71,0,26.24,69.32,200,8.36,0.0,322.89
car_electric,4.19,152.97,meat_light,18.71,0,6.29,125.44,200,9.35,0.0,317.71
motorcycle,9.32,207.89,pescatarian,32.92,0,30.76,170.47,150,16.46,0.0,396.4
motorcycle,29.14,147.24,vegan,10.83,1,96.16,120.74,50,5.41,21.25,315.36
car_electric,0.99,144.7,vegetarian,17.04,0,1.49,118.65,100,8.52,0.0,238.04
motorcycle,8.54,144.39,meat_heavy,21.83,1,28.17,118.4,300,10.92,21.25,503.76
walking,8.51,143.56,pescatarian,23.58,0,0.0,117.72,150,11.79,0.0,281.36
car_petrol,20.17,244.37,meat_heavy,22.0,1,127.07,200.38,300,11.0,21.25,638.84
car_diesel,5.41,139.91,vegetarian,16.22,4,27.6,114.73,100,8.11,85.0,338.53
car_electric,21.72,139.69,meat_light,11.13,1,32.57,114.54,200,5.57,21.25,368.06
walking,53.07,216.06,meat_light,35.67,0,0.0,177.17,200,17.83,0.0,388.37
car_petrol,16.13,58.53,meat_heavy,21.93,3,101.65,47.99,300,10.96,63.75,542.99
bus,51.0,168.48,vegetarian,16.87,2,61.2,138.16,100,8.43,42.5,337.72
cycle,72.08,142.52,meat_heavy,10.62,1,0.0,116.87,300,5.31,21.25,469.22
bus,11.76,95.66,meat_heavy,14.77,0,14.12,78.44,300,7.38,0.0,400.66
motorcycle,21.53,221.64,meat_heavy,17.3,1,71.04,181.74,300,8.65,21.25,625.2
car_diesel,2.89,138.31,meat_heavy,29.07,3,14.75,113.41,300,14.54,63.75,470.99
cycle,14.87,289.99,meat_heavy,21.54,0,0.0,237.8,300,10.77,0.0,546.53
train,32.07,103.63,vegetarian,23.26,0,28.86,84.97,100,11.63,0.0,236.45
car_diesel,5.92,117.86,vegan,26.85,2,30.17,96.65,50,13.43,42.5,245.19
train,3.85,198.02,meat_light,26.03,2,3.47,162.38,200,13.02,42.5,444.69
bus,2.32,100.79,meat_light,19.81,1,2.78,82.64,200,9.9,21.25,294.6
car_electric,2.94,36.38,vegan,21.71,1,4.41,29.83,50,10.85,21.25,121.83
train,1.29,140.32,vegetarian,14.32,0,1.16,115.06,100,7.16,0.0,215.55
cycle,66.21,199.77,pescatarian,18.45,1,0.0,163.81,150,9.22,21.25,329.19
bus,96.56,50.82,meat_light,29.62,0,115.87,41.68,200,14.81,0.0,395.51
bus,14.92,258.03,vegan,29.91,2,17.9,211.59,50,14.96,42.5,323.03
train,43.22,164.19,meat_light,30.96,0,38.9,134.64,200,15.48,0.0,406.16
car_diesel,17.16,108.32,meat_light,16.73,0,87.54,88.82,200,8.36,0.0,400.02
car_diesel,0.0,112.43,vegetarian,20.12,2,0.02,92.19,100,10.06,42.5,227.64
cycle,0.1,199.51,pescatarian,13.06,0,0.0,163.59,150,6.53,0.0,312.97
car_diesel,46.24,211.65,meat_heavy,14.69,1,235.83,173.55,300,7.35,21.25,786.38
car_electric,83.16,165.92,meat_light,15.34,0,124.74,136.06,200,7.67,0.0,478.41
train,0.11,181.33,meat_light,13.47,4,0.1,148.69,200,6.73,85.0,458.93
walking,30.31,112.94,meat_heavy,17.47,1,0.0,92.61,300,8.74,21.25,392.05
car_electric,78.55,10.0,meat_light,20.14,0,117.82,8.2,200,10.07,0.0,329.03
car_electric,1.34,122.81,meat_heavy,31.62,3,2.02,100.7,300,15.81,63.75,460.05
bus,15.98,133.62,meat_light,22.92,1,19.18,109.57,200,11.46,21.25,349.62
car_petrol,26.36,97.82,meat_light,29.0,0,166.09,80.21,200,14.5,0.0,476.52
car_petrol,55.23,97.29,vegan,8.7,0,347.95,79.78,50,4.35,0.0,483.31
car_diesel,45.12,136.28,meat_light,12.05,1,230.1,111.75,200,6.02,21.25,571.95
bus,0.25,182.28,meat_light,19.67,2,0.3,149.47,200,9.83,42.5,390.0
train,37.06,176.31,vegetarian,20.16,0,33.36,144.57,100,10.08,0.0,300.46
cycle,3.2,208.85,meat_light,14.06,0,0.0,171.26,200,7.03,0.0,370.53
car_petrol,8.91,159.89,meat_heavy,20.41,0,56.13,131.11,300,10.2,0.0,529.16
train,37.9,13.59,pescatarian,12.51,0,34.11,11.14,150,6.25,0.0,192.74
car_diesel,16.54,139.45,vegan,33.29,4,84.38,114.35,50,16.65,85.0,375.19
train,118.69,182.23,vegan,20.41,0,106.82,149.42,50,10.21,0.0,302.55
car_petrol,3.79,226.9,meat_light,24.46,0,23.9,186.06,200,12.23,0.0,443.21
bus,12.28,79.8,pescatarian,26.79,3,14.74,65.44,150,13.39,63.75,297.02
motorcycle,55.21,130.81,vegetarian,21.21,0,182.21,107.26,100,10.61,0.0,408.46
motorcycle,3.6,152.27,vegetarian,24.68,1,11.9,124.86,100,12.34,21.25,278.12
car_petrol,8.03,139.18,meat_light,30.98,1,50.59,114.12,200,15.49,21.25,372.15
car_petrol,14.74,176.87,vegetarian,22.97,4,92.89,145.03,100,11.48,85.0,413.34
walking,131.57,54.11,meat_light,23.7,1,0.0,44.37,200,11.85,21.25,258.52
bus,99.32,182.92,meat_heavy,15.35,4,119.18,150.0,300,7.68,85.0,710.58
bus,94.64,111.51,meat_light,23.9,2,113.57,91.44,200,11.95,42.5,440.89
bus,27.46,163.93,meat_heavy,10.37,1,32.95,134.42,300,5.19,21.25,455.26
car_petrol,11.04,74.98,pescatarian,24.84,3,69.56,61.48,150,12.42,63.75,370.29
car_petrol,14.0,148.82,meat_light,16.11,0,88.18,122.03,200,8.05,0.0,404.13
car_electric,63.0,111.04,pescatarian,30.57,2,94.5,91.05,150,15.29,42.5,419.66
walking,21.52,221.52,vegetarian,15.26,1,0.0,181.64,100,7.63,21.25,303.5
bus,6.87,150.86,vegetarian,12.37,0,8.25,123.7,100,6.18,0.0,220.46
car_petrol,50.39,57.59,meat_light,35.87,1,317.47,47.22,200,17.93,21.25,628.88
car_diesel,10.89,138.65,meat_heavy,27.37,1,55.52,113.7,300,13.69,21.25,503.96
car_diesel,22.36,116.96,meat_heavy,11.79,0,114.03,95.9,300,5.9,0.0,480.44
car_petrol,70.66,10.0,meat_heavy,21.59,3,445.19,8.2,300,10.8,63.75,805.7
train,36.86,92.87,meat_heavy,23.38,1,33.18,76.15,300,11.69,21.25,426.88
motorcycle,0.96,170.86,vegan,16.1,1,3.16,140.11,50,8.05,21.25,223.37
car_petrol,90.37,106.11,pescatarian,11.81,0,569.33,87.01,150,5.91,0.0,747.46
train,85.16,190.76,meat_light,10.81,3,76.65,156.43,200,5.4,63.75,496.01
car_diesel,9.84,201.82,vegetarian,24.64,0,50.17,165.49,100,12.32,0.0,349.07
cycle,104.76,114.15,meat_light,31.38,2,0.0,93.6,200,15.69,42.5,328.06
bus,30.89,178.82,meat_light,15.44,4,37.07,146.63,200,7.72,85.0,441.54
car_diesel,23.0,213.12,meat_heavy,12.02,0,117.32,174.76,300,6.01,0.0,599.41
bus,11.52,214.92,meat_light,27.96,3,13.83,176.23,200,13.98,63.75,482.36
train,49.46,200.34,vegetarian,15.06,0,44.51,164.28,100,7.53,0.0,308.0
walking,48.54,213.49,meat_light,27.5,4,0.0,175.06,200,13.75,85.0,473.53
car_electric,4.45,191.73,pescatarian,26.79,0,6.67,157.22,150,13.4,0.0,345.04
car_petrol,30.41,146.38,vegetarian,23.64,2,191.58,120.03,100,11.82,42.5,489.57
bus,85.31,150.42,meat_light,14.72,3,102.37,123.35,200,7.36,63.75,471.33
cycle,20.11,90.22,meat_heavy,17.76,0,0.0,73.98,300,8.88,0.0,371.21
car_diesel,51.28,213.6,vegetarian,24.94,1,261.52,175.15,100,12.47,21.25,576.94
cycle,59.13,154.18,vegetarian,14.88,0,0.0,126.43,100,7.44,0.0,228.37
bus,10.16,112.24,vegan,32.27,2,12.2,92.04,50,16.13,42.5,205.57
motorcycle,28.91,124.07,pescatarian,18.69,4,95.42,101.73,150,9.35,85.0,451.51
bus,25.01,128.41,meat_heavy,9.39,0,30.01,105.3,300,4.7,0.0,424.37
car_diesel,14.14,70.3,meat_heavy,20.62,0,72.12,57.65,300,10.31,0.0,433.29
train,30.48,39.23,pescatarian,12.56,0,27.43,32.17,150,6.28,0.0,205.7
motorcycle,7.82,206.91,meat_heavy,9.71,1,25.8,169.66,300,4.86,21.25,486.27
car_petrol,75.62,117.2,meat_light,17.83,1,476.38,96.1,200,8.91,21.25,821.71
car_diesel,0.38,221.39,meat_light,28.11,0,1.94,181.54,200,14.05,0.0,382.98
bus,50.27,183.09,vegetarian,22.72,1,60.32,150.13,100,11.36,21.25,354.1
train,13.11,152.63,vegetarian,17.95,1,11.8,125.15,100,8.98,21.25,286.74
car_electric,45.78,183.88,meat_heavy,11.84,0,68.68,150.78,300,5.92,0.0,484.04
motorcycle,2.43,168.99,meat_light,21.52,0,8.02,138.57,200,10.76,0.0,353.6
train,0.23,254.98,meat_light,31.05,0,0.2,209.08,200,15.53,0.0,439.36
car_petrol,5.56,171.55,vegan,24.54,0,35.0,140.67,50,12.27,0.0,227.07
car_diesel,7.11,145.97,meat_light,14.27,1,36.27,119.69,200,7.14,21.25,394.98
car_petrol,75.65,174.47,meat_heavy,23.62,4,476.59,143.07,300,11.81,85.0,1023.67
car_diesel,23.98,202.15,meat_light,27.1,0,122.29,165.76,200,13.55,0.0,491.26
walking,21.95,46.93,pescatarian,22.28,3,0.0,38.48,150,11.14,63.75,270.39
train,15.14,69.68,meat_light,25.54,1,13.63,57.14,200,12.77,21.25,301.99
bus,68.83,121.26,vegan,5.81,0,82.6,99.43,50,2.91,0.0,235.03
car_petrol,16.89,120.41,meat_light,31.55,0,106.39,98.74,200,15.77,0.0,397.97
car_petrol,1.83,182.56,meat_heavy,11.69,2,11.51,149.7,300,5.84,42.5,524.65
car_petrol,8.53,84.89,meat_light,13.4,1,53.76,69.61,200,6.7,21.25,343.28
car_electric,44.09,109.92,meat_heavy,28.04,4,66.13,90.13,300,14.02,85.0,539.89
car_electric,17.61,136.21,meat_light,13.19,1,26.42,111.69,200,6.59,21.25,348.03
cycle,28.25,160.49,meat_light,21.32,1,0.0,131.6,200,10.66,21.25,369.94
car_petrol,27.99,183.33,vegetarian,12.65,0,176.36,150.33,100,6.33,0.0,409.83
car_petrol,31.71,156.73,vegetarian,33.96,0,199.78,128.52,100,16.98,0.0,411.02
car_petrol,55.38,107.43,vegetarian,9.93,0,348.88,88.09,100,4.97,0.0,543.6
bus,7.04,141.23,vegetarian,15.26,0,8.45,115.81,100,7.63,0.0,248.95
bus,20.35,54.84,meat_light,4.96,2,24.42,44.97,200,2.48,42.5,324.53
car_petrol,17.33,210.91,meat_light,18.07,1,109.21,172.95,200,9.04,21.25,480.91
bus,3.12,96.28,meat_light,16.74,0,3.74,78.95,200,8.37,0.0,286.02
cycle,5.71,10.0,vegan,22.08,2,0.0,8.2,50,11.04,42.5,104.03
motorcycle,20.56,237.85,vegetarian,27.97,0,67.86,195.04,100,13.99,0.0,390.36
bus,45.22,171.69,meat_light,22.71,0,54.26,140.78,200,11.35,0.0,425.35
motorcycle,5.07,102.0,pescatarian,19.49,2,16.72,83.64,150,9.75,42.5,322.06
car_diesel,1.73,133.46,meat_light,27.53,4,8.84,109.44,200,13.76,85.0,388.12
bus,1.92,222.0,meat_light,16.06,6,2.31,182.04,200,8.03,127.5,524.8
car_electric,6.22,74.74,vegan,8.23,0,9.32,61.29,50,4.12,0.0,124.01
train,26.73,189.09,meat_light,10.9,0,24.06,155.05,200,5.45,0.0,403.3
train,19.88,233.8,meat_heavy,23.32,2,17.89,191.71,300,11.66,42.5,565.38
car_petrol,27.8,234.2,vegetarian,25.58,0,175.17,192.05,100,12.79,0.0,509.99
train,59.71,182.48,meat_light,31.53,3,53.74,149.64,200,15.77,63.75,488.98
bus,4.25,258.56,vegetarian,18.26,0,5.11,212.02,100,9.13,0.0,316.53
car_diesel,6.05,201.04,meat_light,18.75,0,30.85,164.85,200,9.37,0.0,377.66
train,12.06,180.65,meat_heavy,28.24,0,10.86,148.13,300,14.12,0.0,487.67
car_diesel,69.95,64.68,vegetarian,28.84,0,356.75,53.04,100,14.42,0.0,540.53
car_diesel,22.62,200.89,meat_heavy,10.14,2,115.34,164.73,300,5.07,42.5,653.83
car_petrol,2.31,93.03,meat_light,31.48,0,14.57,76.29,200,15.74,0.0,294.81
car_petrol,52.84,170.98,vegan,7.48,2,332.88,140.2,50,3.74,42.5,553.2
cycle,54.76,190.24,meat_heavy,17.66,2,0.0,156.0,300,8.83,42.5,535.33
car_diesel,21.49,195.41,meat_heavy,24.9,6,109.61,160.23,300,12.45,127.5,680.44
car_petrol,13.24,222.89,meat_light,15.22,0,83.42,182.77,200,7.61,0.0,485.5
car_diesel,0.36,187.32,meat_heavy,30.63,0,1.85,153.61,300,15.32,0.0,496.16
bus,20.72,208.01,meat_light,22.64,1,24.86,170.56,200,11.32,21.25,461.6
train,14.6,100.89,vegetarian,32.26,1,13.14,82.73,100,16.13,21.25,249.23
walking,10.46,61.75,meat_heavy,21.13,6,0.0,50.64,300,10.56,127.5,500.39
cycle,31.39,114.46,meat_light,20.99,2,0.0,93.86,200,10.49,42.5,356.7
car_electric,71.05,150.08,meat_light,9.79,2,106.58,123.07,200,4.89,42.5,488.38
car_diesel,4.25,223.85,vegetarian,33.48,2,21.66,183.56,100,16.74,42.5,361.84
bus,45.41,181.38,meat_light,30.65,3,54.49,148.74,200,15.32,63.75,505.66
walking,19.19,10.0,vegetarian,17.63,1,0.0,8.2,100,8.81,21.25,133.33
walking,21.88,45.66,vegan,28.9,0,0.0,37.44,50,14.45,0.0,100.64
car_petrol,23.34,82.16,meat_heavy,24.98,3,147.04,67.37,300,12.49,63.75,561.98
train,8.44,167.32,meat_light,20.6,3,7.6,137.2,200,10.3,63.75,389.52
car_electric,1.73,137.65,vegan,14.03,0,2.6,112.87,50,7.01,0.0,165.02
motorcycle,7.82,47.87,meat_heavy,16.3,0,25.8,39.25,300,8.15,0.0,361.22
car_diesel,3.47,103.8,meat_light,9.63,0,17.71,85.12,200,4.82,0.0,293.39
cycle,3.97,202.87,vegetarian,16.96,0,0.0,166.35,100,8.48,0.0,274.15
car_diesel,20.72,128.42,meat_light,22.41,1,105.67,105.31,200,11.2,21.25,418.18
bus,7.99,99.2,meat_light,19.8,0,9.59,81.35,200,9.9,0.0,316.36
car_petrol,13.56,254.33,meat_light,17.43,2,85.42,208.55,200,8.72,42.5,569.35
cycle,9.42,223.43,meat_heavy,21.09,3,0.0,183.21,300,10.55,63.75,546.05
car_petrol,16.8,146.86,meat_light,33.63,3,105.86,120.42,200,16.82,63.75,495.61
cycle,13.06,118.43,meat_heavy,4.29,0,0.0,97.11,300,2.14,0.0,379.86
walking,4.82,264.25,meat_light,33.01,1,0.0,216.68,200,16.5,21.25,434.79
bus,11.64,96.46,meat_light,23.22,0,13.96,79.1,200,11.61,0.0,293.88
car_diesel,5.05,117.1,meat_heavy,26.67,4,25.74,96.03,300,13.33,85.0,526.03
car_petrol,11.73,118.06,vegetarian,29.56,1,73.91,96.81,100,14.78,21.25,323.69
train,4.81,83.86,vegetarian,25.45,3,4.33,68.77,100,12.73,63.75,239.58
car_diesel,0.02,167.77,meat_light,23.0,2,0.08,137.57,200,11.5,42.5,369.85
motorcycle,10.82,148.14,meat_heavy,12.72,0,35.69,121.47,300,6.36,0.0,448.06
car_diesel,6.8,145.83,meat_light,27.12,2,34.68,119.58,200,13.56,42.5,387.63
motorcycle,14.05,118.43,meat_heavy,31.11,0,46.37,97.11,300,15.55,0.0,424.55
car_diesel,10.4,294.6,meat_heavy,21.77,1,53.06,241.57,300,10.89,21.25,626.9
car_petrol,0.89,24.95,meat_heavy,33.8,0,5.6,20.46,300,16.9,0.0,316.89
motorcycle,6.78,164.95,vegetarian,12.85,0,22.37,135.26,100,6.43,0.0,258.97
cycle,12.44,117.88,meat_heavy,22.87,0,0.0,96.66,300,11.43,0.0,419.68
bus,66.18,111.6,vegan,18.67,2,79.41,91.51,50,9.34,42.5,273.84
train,6.68,138.32,meat_heavy,19.49,2,6.01,113.42,300,9.74,42.5,504.37
car_diesel,23.63,79.66,meat_heavy,29.18,4,120.53,65.32,300,14.59,85.0,621.5
train,8.12,202.56,meat_heavy,31.78,0,7.31,166.1,300,15.89,0.0,476.78
car_petrol,14.62,100.79,meat_heavy,9.99,4,92.11,82.65,300,4.99,85.0,536.35
car_electric,66.0,169.44,vegetarian,10.82,4,99.0,138.94,100,5.41,85.0,424.7
bus,7.08,274.54,meat_heavy,17.02,2,8.5,225.12,300,8.51,42.5,591.92
cycle,42.51,93.07,meat_light,33.98,3,0.0,76.31,200,16.99,63.75,379.65
cycle,9.42,83.74,vegetarian,27.39,0,0.0,68.66,100,13.7,0.0,177.75
motorcycle,44.44,171.15,meat_light,15.44,0,146.65,140.34,200,7.72,0.0,494.14
car_diesel,22.66,77.46,vegetarian,18.09,1,115.58,63.52,100,9.05,21.25,329.32
car_electric,33.01,182.61,meat_heavy,21.6,1,49.52,149.74,300,10.8,21.25,544.66
cycle,12.75,178.0,vegetarian,24.05,1,0.0,145.96,100,12.03,21.25,277.63
car_petrol,98.52,240.98,vegan,24.82,2,620.68,197.61,50,12.41,42.5,927.97
car_petrol,4.73,45.34,meat_heavy,24.66,2,29.83,37.18,300,12.33,42.5,454.47
car_diesel,87.43,35.53,vegan,13.12,0,445.92,29.14,50,6.56,0.0,547.94
motorcycle,6.42,65.01,meat_light,25.23,0,21.19,53.31,200,12.61,0.0,301.98
cycle,16.22,72.77,meat_heavy,8.82,0,0.0,59.67,300,4.41,0.0,347.13
car_petrol,15.72,224.03,vegetarian,19.48,0,99.01,183.7,100,9.74,0.0,411.82
cycle,12.14,37.82,meat_heavy,16.89,0,0.0,31.01,300,8.45,0.0,363.01
train,18.96,148.39,meat_light,15.89,0,17.06,121.68,200,7.94,0.0,355.36
walking,20.65,129.45,meat_light,21.36,0,0.0,106.15,200,10.68,0.0,322.55
walking,27.1,137.01,meat_light,14.96,1,0.0,112.35,200,7.48,21.25,359.29
cycle,23.66,67.7,vegetarian,14.32,0,0.0,55.51,100,7.16,0.0,160.42
bus,26.84,140.07,vegetarian,14.56,0,32.2,114.86,100,7.28,0.0,267.66
car_petrol,13.58,59.13,meat_light,22.57,2,85.57,48.49,200,11.29,42.5,416.28
car_diesel,54.33,232.22,meat_light,31.44,2,277.08,190.42,200,15.72,42.5,729.35
bus,13.99,196.51,vegetarian,24.42,3,16.78,161.14,100,12.21,63.75,356.16
cycle,14.11,193.93,vegetarian,18.29,3,0.0,159.03,100,9.15,63.75,331.07
bus,9.22,40.92,vegan,26.08,0,11.07,33.56,50,13.04,0.0,99.16
walking,84.35,240.46,pescatarian,14.46,2,0.0,197.18,150,7.23,42.5,416.3
walking,12.78,107.59,meat_heavy,26.84,0,0.0,88.22,300,13.42,0.0,408.3
bus,29.12,176.61,vegetarian,10.79,0,34.95,144.82,100,5.39,0.0,287.28
motorcycle,4.37,131.95,meat_heavy,10.32,3,14.41,108.2,300,5.16,63.75,458.81
car_electric,2.64,82.04,vegetarian,22.75,0,3.96,67.27,100,11.38,0.0,192.4
walking,3.64,179.47,meat_heavy,17.14,1,0.0,147.17,300,8.57,21.25,442.69
car_petrol,21.33,128.47,meat_light,19.35,0,134.38,105.35,200,9.67,0.0,470.06
car_diesel,1.03,46.13,meat_heavy,31.96,1,5.24,37.82,300,15.98,21.25,366.62
train,7.92,135.5,meat_light,26.24,0,7.13,111.11,200,13.12,0.0,327.44
cycle,40.95,107.54,meat_heavy,14.3,4,0.0,88.18,300,7.15,85.0,449.24
motorcycle,10.29,190.64,vegan,13.8,1,33.96,156.33,50,6.9,21.25,265.95
car_electric,12.55,75.75,meat_light,20.88,2,18.82,62.12,200,10.44,42.5,347.77
car_petrol,4.04,101.62,meat_light,9.24,2,25.46,83.33,200,4.62,42.5,330.66
car_petrol,12.44,93.26,meat_light,24.87,0,78.35,76.47,200,12.43,0.0,389.93
cycle,8.82,121.85,vegetarian,8.57,2,0.0,99.92,100,4.29,42.5,259.58
bus,43.48,83.78,meat_light,17.35,0,52.18,68.7,200,8.68,0.0,338.59
car_diesel,2.12,186.31,meat_light,28.92,3,10.8,152.78,200,14.46,63.75,426.91
motorcycle,24.15,57.9,pescatarian,4.96,1,79.69,47.48,150,2.48,21.25,317.78
car_diesel,68.12,205.68,meat_light,24.34,2,347.4,168.66,200,12.17,42.5,711.07
cycle,1.02,92.86,meat_heavy,14.58,0,0.0,76.15,300,7.29,0.0,405.87
car_petrol,3.37,122.81,meat_light,27.16,1,21.2,100.71,200,13.58,21.25,362.63
train,21.41,50.6,meat_heavy,15.8,0,19.27,41.49,300,7.9,0.0,380.01
car_diesel,24.54,101.51,vegan,25.68,0,125.17,83.24,50,12.84,0.0,275.84
cycle,1.15,99.19,meat_light,30.0,3,0.0,81.33,200,15.0,63.75,350.4
motorcycle,0.34,138.86,vegan,17.43,1,1.14,113.87,50,8.71,21.25,192.67
bus,4.8,210.45,meat_heavy,9.96,0,5.76,172.57,300,4.98,0.0,513.49
bus,20.75,103.61,vegetarian,20.0,1,24.9,84.96,100,10.0,21.25,234.98
cycle,13.05,176.48,vegetarian,14.13,1,0.0,144.71,100,7.07,21.25,281.67
cycle,39.28,220.93,meat_heavy,29.29,0,0.0,181.17,300,14.64,0.0,456.23
car_diesel,6.14,221.2,meat_light,31.49,0,31.33,181.39,200,15.75,0.0,444.15
car_electric,27.34,31.8,vegetarian,25.67,0,41.02,26.08,100,12.83,0.0,189.47
cycle,26.23,137.06,meat_light,13.02,2,0.0,112.39,200,6.51,42.5,339.32
car_petrol,31.13,72.15,vegan,13.94,1,196.13,59.16,50,6.97,21.25,352.25
walking,20.85,98.3,meat_light,20.24,0,0.0,80.6,200,10.12,0.0,295.71
car_electric,6.87,133.03,vegetarian,15.05,0,10.31,109.08,100,7.52,0.0,244.61
motorcycle,18.98,226.62,pescatarian,22.7,0,62.62,185.83,150,11.35,0.0,403.42
bus,28.66,102.46,meat_light,16.81,0,34.39,84.02,200,8.4,0.0,330.92
train,30.15,181.92,meat_light,22.89,2,27.14,149.17,200,11.45,42.5,438.46
car_petrol,0.65,122.43,meat_light,6.1,3,4.1,100.39,200,3.05,63.75,353.24
car_petrol,82.75,146.77,meat_light,12.14,1,521.31,120.35,200,6.07,21.25,811.42
car_petrol,2.79,220.83,vegetarian,38.23,1,17.56,181.08,100,19.11,21.25,356.36
car_petrol,17.24,84.47,pescatarian,26.68,1,108.58,69.27,150,13.34,21.25,385.51
cycle,21.87,101.87,meat_light,30.93,1,0.0,83.53,200,15.46,21.25,304.36
train,20.32,192.36,vegan,18.06,0,18.29,157.74,50,9.03,0.0,218.39
train,30.28,223.42,pescatarian,10.6,2,27.25,183.21,150,5.3,42.5,405.26
motorcycle,68.23,118.84,meat_light,17.27,4,225.16,97.45,200,8.64,85.0,604.2
car_petrol,10.36,74.96,meat_light,20.18,6,65.28,61.47,200,10.09,127.5,460.75
car_electric,12.8,42.37,meat_light,9.16,1,19.2,34.74,200,4.58,21.25,286.4
car_petrol,42.01,160.35,meat_heavy,24.09,0,264.68,131.49,300,12.04,0.0,705.65
bus,21.79,49.04,vegetarian,11.81,0,26.15,40.21,100,5.9,0.0,162.97
train,5.86,154.85,meat_light,14.55,3,5.27,126.97,200,7.28,63.75,408.24
car_electric,40.62,101.03,meat_light,20.63,3,60.92,82.84,200,10.31,63.75,410.9
car_diesel,3.87,136.7,meat_light,10.81,0,19.75,112.09,200,5.4,0.0,360.96
train,22.08,286.29,meat_heavy,16.76,2,19.88,234.76,300,8.38,42.5,583.92
walking,3.32,183.57,vegan,13.49,1,0.0,150.53,50,6.75,21.25,229.12
bus,68.7,136.65,meat_heavy,36.37,4,82.44,112.05,300,18.19,85.0,551.97
walking,2.25,114.61,vegetarian,26.75,1,0.0,93.98,100,13.38,21.25,233.87
car_electric,1.4,200.44,pescatarian,21.66,0,2.1,164.36,150,10.83,0.0,324.29
car_petrol,42.94,169.55,pescatarian,29.67,2,270.51,139.03,150,14.83,42.5,622.27
cycle,24.96,177.99,meat_light,30.77,4,0.0,145.95,200,15.38,85.0,449.28
bus,6.23,216.18,vegetarian,35.48,0,7.47,177.26,100,17.74,0.0,307.53
train,18.53,191.72,vegetarian,10.87,1,16.67,157.21,100,5.44,21.25,284.38
car_petrol,5.65,117.71,pescatarian,18.91,1,35.6,96.52,150,9.46,21.25,311.99
car_electric,45.68,151.13,vegan,10.63,0,68.52,123.93,50,5.31,0.0,250.69
bus,52.6,182.82,vegan,20.55,0,63.12,149.91,50,10.28,0.0,253.37
car_petrol,19.48,125.29,meat_heavy,21.06,3,122.74,102.74,300,10.53,63.75,580.24
car_petrol,4.65,51.74,pescatarian,20.96,6,29.33,42.43,150,10.48,127.5,370.34
walking,3.85,208.67,vegan,3.15,0,0.0,171.11,50,1.58,0.0,228.76
bus,13.22,10.0,vegan,17.41,0,15.87,8.2,50,8.71,0.0,78.5
car_petrol,78.5,241.81,pescatarian,25.32,0,494.56,198.29,150,12.66,0.0,819.5
car_petrol,4.93,187.24,meat_light,28.32,1,31.07,153.54,200,14.16,21.25,448.41
car_petrol,8.23,220.84,meat_heavy,14.98,0,51.87,181.09,300,7.49,0.0,572.82
cycle,6.36,58.36,meat_heavy,6.38,0,0.0,47.86,300,3.19,0.0,367.85
car_electric,32.81,252.72,meat_heavy,6.02,2,49.22,207.23,300,3.01,42.5,637.25
car_petrol,29.45,134.99,meat_light,11.44,1,185.51,110.69,200,5.72,21.25,524.81
walking,3.63,92.06,vegetarian,33.03,0,0.0,75.49,100,16.52,0.0,205.81
cycle,59.39,232.09,meat_light,10.65,1,0.0,190.31,200,5.33,21.25,407.4
bus,21.43,143.79,meat_light,10.09,1,25.71,117.91,200,5.04,21.25,352.76
train,0.64,222.28,meat_light,15.01,0,0.57,182.27,200,7.5,0.0,402.52
bus,39.77,191.22,meat_light,31.73,0,47.72,156.8,200,15.87,0.0,404.34
motorcycle,22.86,39.16,vegan,20.96,1,75.45,32.11,50,10.48,21.25,182.79
train,0.61,188.43,vegetarian,20.98,1,0.55,154.51,100,10.49,21.25,268.05
bus,19.99,184.77,meat_heavy,1.0,0,23.99,151.51,300,0.5,0.0,439.64
